id,name,desc,PreviewWeaponModel,PreviewWeaponDisplay,icon,showimage,model,modelFemale,pickup,PickupSound,type,level,inbagornot,stack,capacity,refid,AvatarRefId,candrop,instantuse,CountLimitInBag,ItemScore
524,TXT_OB10_HQW_ITEM_BIPOD,TXT_OB10_HQW_ITEM_DESC_BIPOD,,0,Icon_Bipod_01,Icon_Bipod_01,,,INGAME_PICKUP_BIPOD_1,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,524,0,1,0,0,0
532,TXT_ITEM_SIGHT_RED_DOT,TXT_ITEM_DESC_SIGHT_RED_DOT,,0,Icon_Gunsight_02,Icon_Gunsight_02,,,INGAME_PICKUP_SCOPE_1,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,532,0,1,0,0,0
533,TXT_ITEM_SIGHT_HOLOGRAPHIC,TXT_ITEM_DESC_SIGHT_HOLOGRAPHIC,,0,Icon_Gunsight_03,Icon_Gunsight_03,,,INGAME_PICKUP_SCOPE_1,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,533,0,1,0,0,0
534,TXT_ITEM_SIGHT2,TXT_ITEM_DESC_SIGHT2,,0,Icon_Gunsight_04,Icon_Gunsight_04,,,INGAME_PICKUP_SCOPE_1,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,534,0,1,0,0,0
535,TXT_ITEM_SIGHT4,TXT_ITEM_DESC_SIGHT4,,0,Icon_Gunsight_05,Icon_Gunsight_05,,,INGAME_PICKUP_SCOPE_2,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,535,0,1,0,0,0
536,TXT_ITEM_SIGHT8,TXT_ITEM_DESC_SIGHT8,,0,Icon_Gunsight_06,Icon_Gunsight_06,,,INGAME_PICKUP_SCOPE_3,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,536,0,1,0,0,0
537,TXT_ITEM_HEATSIGHT,TXT_ITEM_DESC_HEATSIGHT,,0,Icon_Gunsight_07,Icon_Gunsight_07,,,INGAME_PICKUP_SCOPE_HEAT,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,537,0,1,0,0,0
541,T_12_Q_ITEM_STOCK1,T_12_Q_ITEM_DESC_STOCK1,,0,Icon_Stock_01,Icon_Stock_01,,,INGAME_PICKUP_STOCK_1,SOUND_ACTION_PICKUP_GAMEITEM,6,1,1,1,5,541,0,1,0,0,1
542,T_12_Q_ITEM_STOCK2,T_12_Q_ITEM_DESC_STOCK2,,0,Icon_Stock_02,Icon_Stock_02,,,INGAME_PICKUP_STOCK_2,SOUND_ACTION_PICKUP_GAMEITEM,6,2,1,1,5,542,0,1,0,0,1.8
543,T_12_Q_ITEM_STOCK3,T_12_Q_ITEM_DESC_STOCK3,,0,Icon_Stock_03,Icon_Stock_03,,,INGAME_PICKUP_STOCK_3,SOUND_ACTION_PICKUP_GAMEITEM,6,3,1,1,5,543,0,1,0,0,2.5
5501,T_18_U_GOLD_MP5_ATTACHMENT_NAME,T_18_U_GOLD_MP5_ATTACHMENT_DESC,,0,Icon_GoldMP5,Icon_GoldMP5,,,INGAME_PICKUP_GOLDMP5,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5501,0,1,0,0,0
5503,T_18_U_GOLD_M60_ATTACHMENT_NAME,T_18_U_GOLD_M60_ATTACHMENT_DESC,,0,Icon_GoldM60,Icon_GoldM60,,,INGAME_PICKUP_GOLDM60,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5503,0,1,0,0,0
5504,T_19_U_GOLD_VSS_ATTACHMENT_NAME,T_19_U_GOLD_VSS_ATTACHMENT_DESC,,0,Icon_GoldVSS,Icon_GoldVSS,,,INGAME_PICKUP_GOLDVSS,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5504,0,1,0,0,0
5505,T_19_U_GOLD_M14_ATTACHMENT_NAME,T_19_U_GOLD_M14_ATTACHMENT_DESC,,0,Icon_GoldM14,Icon_GoldM14,,,INGAME_PICKUP_GOLDM14,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5505,0,1,0,0,0
5506,T_19_U_GOLD_KAR98K_ATTACHMENT_NAME,T_19_U_GOLD_KAR98K_ATTACHMENT_DESC,,0,Icon_GoldKar98K,Icon_GoldKar98K,,,INGAME_PICKUP_GOLDKAR98K,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5506,0,1,0,0,0
5507,T_20_U_GOLD_HEATGUN_NAME,T_20_U_GOLD_HEATGUN_DESC,,0,Icon_Goldheat,Icon_Goldheat,,,INGAME_PICKUP_GOLDHEAT,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5507,0,1,0,0,0
5508,T_20_U_GOLD_AWM_NAME,T_20_U_GOLD_AWM_DESC,,0,Icon_GoldAWM,Icon_GoldAWM,,,INGAME_PICKUP_GOLDAWM,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5508,0,1,0,0,0
5511,T_18_U_GOLD_MP5_ATTACHMENT_NAME,T_18_U_GOLD_MP5_ATTACHMENT_DESC,,0,Icon_GoldMP5,Icon_GoldMP5,,,INGAME_PICKUP_GOLDMP5,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5511,0,1,0,0,0
5513,T_18_U_GOLD_M60_ATTACHMENT_NAME,T_18_U_GOLD_M60_ATTACHMENT_DESC,,0,Icon_GoldM60,Icon_GoldM60,,,INGAME_PICKUP_GOLDM60,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5513,0,1,0,0,0
5514,T_19_U_GOLD_VSS_ATTACHMENT_NAME,T_19_U_GOLD_VSS_ATTACHMENT_DESC,,0,Icon_GoldVSS,Icon_GoldVSS,,,INGAME_PICKUP_GOLDVSS,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5514,0,1,0,0,0
5515,T_19_U_GOLD_M14_ATTACHMENT_NAME,T_19_U_GOLD_M14_ATTACHMENT_DESC,,0,Icon_GoldM14,Icon_GoldM14,,,INGAME_PICKUP_GOLDM14,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5515,0,1,0,0,0
5516,T_19_U_GOLD_KAR98K_ATTACHMENT_NAME,T_19_U_GOLD_KAR98K_ATTACHMENT_DESC,,0,Icon_GoldKar98K,Icon_GoldKar98K,,,INGAME_PICKUP_GOLDKAR98K,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5516,0,1,0,0,0
5517,T_20_U_GOLD_HEATGUN_NAME,T_20_U_GOLD_HEATGUN_DESC,,0,Icon_Goldheat,Icon_Goldheat,,,INGAME_PICKUP_GOLDHEAT,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5517,0,1,0,0,0
5518,T_20_U_GOLD_AWM_NAME,T_20_U_GOLD_AWM_DESC,,0,Icon_GoldAWM,Icon_GoldAWM,,,INGAME_PICKUP_GOLDAWM,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5518,0,1,0,0,0
5519,T_26_U_GOLD_FAMAS_NAME,T_26_U_GOLD_FAMAS_DESC,,0,Icon_GoldAWM,Icon_GoldAWM,,,INGAME_PICKUP_GOLDAWM,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5519,0,1,0,0,0
5520,T_29_YF_GUNCHIP_M4_N,T_29_YF_GUNCHIP_M4_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,,,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5520,0,1,1,0,0
5521,T_29_YF_GUNCHIP_M4_N,T_29_YF_GUNCHIP_M4_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,,,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5521,0,1,1,0,0
5522,T_29_YF_GUNCHIP_M4_N,T_29_YF_GUNCHIP_M4_D,,0,Icon_Strengthen_Gunchip,Icon_Strengthen_Gunchip,,,INGAME_ITEM_Gold_M4A1_Attachment,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5522,0,1,1,0,0
5523,T_18_U_GOLD_M60_ATTACHMENT_NAME,T_18_U_GOLD_M60_ATTACHMENT_DESC,,0,Icon_GoldM60,Icon_GoldM60,,,INGAME_PICKUP_GOLDM60,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5523,0,1,0,0,0
5524,T_18_U_GOLD_M60_ATTACHMENT_NAME,T_18_U_GOLD_M60_ATTACHMENT_DESC,,0,Icon_GoldM60,Icon_GoldM60,,,INGAME_PICKUP_GOLDM60,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5524,0,1,0,0,0
5525,T_32_YF_GOLD_GROZA_ATTACHMENT_N,T_32_YF_GOLD_GROZA_ATTACHMENT_D,,0,Icon_GoldAWM,Icon_GoldAWM,,,INGAME_PICKUP_GOLDAWM,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5525,0,1,1,0,0
5526,T_32_YF_GOLD_M249_ATTACHMENT_N,T_32_YF_GOLD_M249_ATTACHMENT_D,,0,Icon_GoldMP5,Icon_GoldMP5,,,INGAME_PICKUP_GOLDMP5,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5526,0,1,1,0,0
5527,T_32_YF_GOLD_SVD_ATTACHMENT_N,T_32_YF_GOLD_SVD_ATTACHMENT_D,,0,Icon_GoldVSS,Icon_GoldVSS,,,INGAME_PICKUP_GOLDVSS,SOUND_ACTION_PICKUP_GAMEITEM,6,0,1,1,5,5527,0,1,1,0,0
5601,T_30_U_ATTACHMENT_1,T_30_U_ATTACHMENT_1_D,,0,Icon_Attachment_Equip_1,Icon_Attachment_Equip_1,,,INGAME_PICKUP_ATTCAH_EQUIP_1,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5601,0,1,0,0,1
5602,T_30_U_ATTACHMENT_2,T_30_U_ATTACHMENT_2_D,,0,Icon_Attachment_Equip_2,Icon_Attachment_Equip_2,,,INGAME_PICKUP_ATTCAH_EQUIP_2,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5602,0,1,0,0,1
5603,T_30_U_ATTACHMENT_3,T_30_U_ATTACHMENT_3_D,,0,Icon_Attachment_Equip_6,Icon_Attachment_Equip_6,,,INGAME_PICKUP_ATTCAH_EQUIP_3,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5603,0,1,0,0,2
5604,T_30_U_ATTACHMENT_4,T_30_U_ATTACHMENT_4_D,,0,Icon_Attachment_Equip_3,Icon_Attachment_Equip_3,,,INGAME_PICKUP_ATTCAH_EQUIP_4,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5604,0,1,0,0,3
5605,T_30_U_ATTACHMENT_5,T_30_U_ATTACHMENT_5_D,,0,Icon_Attachment_Equip_7,Icon_Attachment_Equip_7,,,INGAME_PICKUP_ATTCAH_EQUIP_5,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5605,0,1,0,0,1
5606,T_30_U_ATTACHMENT_6,T_30_U_ATTACHMENT_6_D,,0,Icon_Attachment_Equip_5,Icon_Attachment_Equip_5,,,INGAME_PICKUP_ATTCAH_EQUIP_6,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5606,0,1,0,0,1
5607,T_32_U_ATTACHMENT_8,T_32_U_ATTACHMENT_8_D,,0,Icon_Attachment_Equip_4,Icon_Attachment_Equip_4,,,INGAME_PICKUP_ATTCAH_EQUIP_7,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5607,0,1,0,0,1
5608,T_31_RW_ATTACHMENT_PLUS1,T_31_RW_ATTACHMENT_PLUS1_D,,0,Icon_Attachment_Equip_1,Icon_Attachment_Equip_1,,,INGAME_PICKUP_ATTCAH_EQUIP_1,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5608,0,1,0,0,1
5609,T_31_RW_ATTACHMENT_PLUS2,T_31_RW_ATTACHMENT_PLUS2_D,,0,Icon_Attachment_Equip_6,Icon_Attachment_Equip_6,,,INGAME_PICKUP_ATTCAH_EQUIP_3,SOUND_ACTION_PICKUP_GAMEITEM,39,0,1,1,5,5609,0,1,0,0,1
601,TXT_ITEM_GRENADE,TXT_ITEM_DESC_GRENADE,Preview_Grenade,1,Icon_weapon_Grenade,Icon_slot_Grenade,INGAME_ITEM_GRENADE,INGAME_ITEM_GRENADE,INGAME_PICKUP_GRENADE,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,601,0,1,0,0,0.6
602,TXT_ITEM_FLASH,TXT_ITEM_DESC_FLASH,,0,Icon_EW_Flash,Icon_slot_EW_Flash,INGAME_ITEM_FLASH,INGAME_ITEM_FLASH,INGAME_PICKUP_FLASH,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,602,0,1,0,0,0
606,T_26_V_TRAINING_DICE,T_26_V_TRAINING_DICE_DESC,,0,Icon_Ingame_dice,Icon_Ingame_dice,INGAME_ITEM_DICE,INGAME_ITEM_DICE,INGAME_ITEM_DICE,,8,1,1,1,0,606,0,1,0,0,0
603,T_21_B_SMOKEGRENADE_NAME,T_21_B_SMOKEGRENADE_DESC,Preview_SmokeGrenade,1,Icon_weapon_Grenade_Smoke,Icon_weapon_Grenade_Smoke,INGAME_ITEM_SMOKEGRENADE,INGAME_ITEM_SMOKEGRENADE,INGAME_PICKUP_SMOKEGRENADE,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,1,603,0,1,0,1,0.3
604,T_16_V_ITEM_WATERBALL,,,0,,,INGAME_ITEM_WATERBALL,INGAME_ITEM_WATERBALL,,,8,1,1,1,1,604,0,1,0,0,0
605,TXT_ITEM_GRENADE,TXT_ITEM_DESC_GRENADE,,0,Icon_weapon_Grenade,Icon_slot_Grenade,INGAME_ITEM_GRENADE,INGAME_ITEM_GRENADE,INGAME_PICKUP_GRENADE,,8,1,1,1,3,605,0,1,0,0,0
607,T_26_U_MAGNETICFIELD_N,T_26_U_MAGNETICFIELD_D,,0,Icon_weapon_Grenade_MagneticField,Icon_slot_MagneticField,INGAME_ITEM_GRENADEKILLER,INGAME_ITEM_GRENADEKILLER,INGAME_PICKUP_GRENADEKILLER,SOUND_ACTION_PICKUP_GAMEITEM,34,1,1,1,3,607,0,1,0,0,0
608,T_28_C_G_ICE_NAME,T_28_C_G_ICE_DEC,,0,Icon_Ice_Grenade,Icon_slot_Ice_Grenade,INGAME_ITEM_ICE_GRENADE,INGAME_ITEM_ICE_GRENADE,INGAME_PICKUP_ICE_GRENADE,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,608,0,1,0,1,0
609,T_26_V_TRAINING_DICE,T_26_V_TRAINING_DICE_DESC,,0,UI_Party_icon_Dice_Model,UI_Party_icon_Dice_Model,INGAME_BigToyBall_Party_Handle,INGAME_BigToyBall_Party_Handle,INGAME_BigToyBall_Party_Handle,,8,1,1,1,3,609,0,1,0,0,0
610,T_30_AD_TRAINING_SNOWBALL,T_30_AD_TRAINING_SNOWBALL_DES,,,Icon_slot_Snowball,Icon_slot_Snowball,INGAME_ITEM_SNOWBALL,INGAME_ITEM_SNOWBALL,INGAME_ITEM_SNOWBALL,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,0,610,0,1,0,0,0
611,T_31_C_CANNON,T_31_C_CANNON,Preview_Grenade,1,Icon_slot_Grenade,Icon_slot_Grenade,INGAME_ITEM_GRENADE,INGAME_ITEM_GRENADE,INGAME_PICKUP_GRENADE,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,611,0,1,0,0,0
612,T_32_YF_LWSO_FIRE_N,T_32_YF_LWSO_FIRE_D,Preview_Grenade,1,Icon_slot_Molotov,Icon_slot_Molotov,INGAME_ITEM_Molotov,INGAME_ITEM_Molotov,INGAME_PICKUP_Molotov,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,612,0,1,0,0,0
613,T_32_YF_LWSO_SMOKE_N,T_32_YF_LWSO_SMOKE_D,Preview_Grenade,1,Icon_slot_Poison,Icon_slot_Poison,INGAME_ITEM_Poison,INGAME_ITEM_Poison,INGAME_PICKUP_Poison,SOUND_ACTION_PICKUP_GAMEITEM,8,1,1,1,3,613,0,1,0,0,0
701,T_16_P_MANUAL_MUSHROOM1,T_16_P_MANUAL_MUSHROOM1,,0,UI_item_Mushroom_01,UI_item_Mushroom_01,,,INGAME_PICKUP_MUSHROOM_1,,1,1,0,1,0,701,0,1,1,0,0
702,T_16_P_MANUAL_MUSHROOM2,T_16_P_MANUAL_MUSHROOM2,,0,UI_item_Mushroom_02,UI_item_Mushroom_02,,,INGAME_PICKUP_MUSHROOM_2,,1,1,0,1,0,702,0,1,1,0,0
703,T_16_P_MANUAL_MUSHROOM3,T_16_P_MANUAL_MUSHROOM3,,0,UI_item_Mushroom_03,UI_item_Mushroom_03,,,INGAME_PICKUP_MUSHROOM_3,,1,1,0,1,0,703,0,1,1,0,0
704,repair_armor,,,0,,,,,,,1,1,0,1,0,704,0,1,1,0,0
705,TXT_OB16_Q_ITEM_ARMORREPAIR,TXT_OB16_Q_ITEM_ARMORREPAIR,,0,Icon_item_ArmorRepair,Icon_item_ArmorRepair,,,INGAME_PICKUP_REPAIR_ARMOR_1,,1,1,0,1,0,705,0,1,1,0,0
706,fulfill_ammo_clip,,,0,Icon_item_fak,Icon_item_fak,,,,,1,1,0,1,0,706,0,1,1,0,0
707,T_16_P_MANUAL_MUSHROOM4,T_16_P_MANUAL_MUSHROOM4,,0,UI_item_Mushroom_04,UI_item_Mushroom_04,,,INGAME_PICKUP_MUSHROOM_4,,1,1,0,1,0,707,0,1,1,0,0
708,T_15_Q_INFOBOX,T_15_Q_INFOBOX_DESC,,0,Icon_item_fak,Icon_item_fak,,,INGAME_PICKUP_INFOBOX,,1,1,0,1,0,708,0,1,1,0,0
709,T_16_P_MANUAL_MUSHROOM3,T_16_P_MANUAL_MUSHROOM3,,0,UI_IconMushroom_03,UI_IconMushroom_03,,,INGAME_PICKUP_MUSHROOM_3,,1,1,0,1,0,709,0,0,1,0,0
801,battle_resource_1,,,0,,,,,VFX_Ingame_Laser_Red,,9,1,0,1,0,4,0,1,1,0,0
802,battle_resource_1,,,0,,,,,VFX_Ingame_Laser_Green,,9,1,0,1,0,4,0,1,1,0,0
803,battle_resource_1,,,0,,,,,VFX_Ingame_Laser_Purple,,9,1,0,1,0,4,0,1,1,0,0
804,battle_resource_1,,,0,,,,,VFX_Ingame_Laser_Red_Grenade,,9,1,0,1,0,4,0,1,1,0,0
901,vehicle_hit,,,0,,,,,,,9,,,,,1,,,,0,0
902,vehicle_armor,,,0,,,,,,,9,,,,,2,,,,0,0
903,vehicle_boost,,,0,,,,,,,9,,,,,3,,,,0,0
904,add_vehicle_hp,,,0,,,,,,,9,1,0,1,0,5,0,1,1,0,0
905,vechile_jump,,,0,,,,,,,9,,,,,6,,,,0,0
906,vehicle_repair_kit,,,0,,,,,,,9,,,,,7,,,,0,0
908,vehicle_missile_launcher,,,0,,,,,,,9,,,,,8,,,,0,0
909,vehicle_missile,,,0,,,,,,,9,,,,,9,,,,0,0
910,vehicle_auto_gun,,,0,,,,,,,9,,,,,10,,,,0,0
911,vehicle_auto_gun_ammo,,,0,,,,,,,9,,,,,11,,,1,0,0
912,vehicle_missile,,,0,,,,,,,9,,,,,12,,,,0,0
913,vehicle_missile_launcher,,,0,,,,,,,9,,,,,13,,,,0,0
914,vehicle_dirver_FAK,,,0,,,,,,,1,1,1,2,15,914,0,1,0,0,0
915,vehicle_missile_add_damage_buff,T_25_C_SPEED_BUFF_2,,0,FF_UI_Ingame_Speed_Buff_Ddamage,,,,,,9,,,,,15,,,1,0,0
916,vehicle_boost_cd_reduction,T_25_C_SPEED_BUFF_3,,0,FF_UI_Ingame_Speed_Buff_CD,,,,,,9,,,,,16,,,1,0,0
917,vehicle_injury_reduction,T_25_C_SPEED_BUFF_1,,0,FF_UI_Ingame_Speed_Buff_Hurt,,,,,,9,,,,,17,,,1,0,0
918,vehicle_inv_golden_bell,T_25_C_SPEED_BUFF_1,,0,FF_UI_Ingame_Speed_Buff_Hurt,,,,,,9,,1,2,,18,,,,0,0
919,vehicle_bomb_zone,T_25_C_SPEED_BUFF_4,,0,FF_UI_Ingame_Speed_Buff_Explosion,,,,,,9,,1,2,,19,,,,0,0
920,vehicle_tripple_ammo,T_25_C_SPEED_BUFF_5,,0,FF_UI_Ingame_Speed_Buff_Ddamage,,,,,,9,,1,2,,20,,,,0,0
1001,TXT_OB8_HQW_NEWLOADOUT_BONFIRE,TXT_OB8_HQW_NEWLOADOUT_BONFIRE_DESC,,0,Icon_equipment_Bonfire,Icon_slot_Grenade,INGAME_ITEM_BONEFIRE_MALE,INGAME_ITEM_BONEFIRE_FEMALE,INGAME_PICKUP_BONFIRE,,10,1,1,1,1,1001,0,0,0,0,0
1002,TXT_OB8_HQW_NEWLOADOUT_AIRDROP,TXT_OB8_HQW_NEWLOADOUT_AIRDROP_DESC,,0,Icon_item_AirdropBar,Icon_item_AirdropBar,INGAME_ITEM_AIRDROPBAR_MALE,INGAME_ITEM_AIRDROPBAR_FEMALE,INGAME_PICKUP_GRENADE,,10,1,1,1,1,1002,0,0,0,0,0
1003,TXT_OB8_HQW_NEWLOADOUT_TREASUREMAP,TXT_OB8_HQW_NEWLOADOUT_TREASUREMAP_DESC,,0,Icon_item_Treasuremap,,INGAME_ITEM_TREASUREMAP_MALE,INGAME_ITEM_TREASUREMAP_FEMALE,INGAME_PICKUP_TREASUREMAP,,10,1,1,1,1,1003,0,0,0,0,0
1004,TXT_OB11_HQW_NEWLOADOUT_BOUNTY,TXT_OB11_HQW_NEWLOADOUT_BOUNTY_DESC,,0,Icon_item_Treasuremap,,INGAME_ITEM_TREASUREMAP_MALE,INGAME_ITEM_TREASUREMAP_FEMALE,INGAME_PICKUP_TREASUREMAP,,10,1,1,1,1,1004,0,0,0,0,0
1005,TXT_OB11_HQW_NEWLOADOUT_MARKER,TXT_OB11_HQW_NEWLOADOUT_MARKER_DESC,,0,Icon_weapon_Scanner,,INGAME_ITEM_TREASUREMAP_MALE,INGAME_ITEM_TREASUREMAP_FEMALE,INGAME_PICKUP_TREASUREMAP,,10,1,1,1,1,1005,0,0,0,0,0
1006,T_26_ET_CELLPHONE_NAME,T_26_ET_CELLPHONE_DESC,,0,Icon_equipment_UAV_Controller,Icon_equipment_UAV_Controller,INGAME_ITEM_UAV_CONTROLLER,INGAME_ITEM_UAV_CONTROLLER,INGAME_PICKUP_UAV,SOUND_ACTION_PICKUP_GAMEITEM,35,1,1,1,5,1006,0,1,0,0,1
1101,TXT_OB9_JRW_CAMOUFLAGE_BUSH_NAME,TXT_OB9_JRW_CAMOUFLAGE_BUSH_DESC,,0,Icon_camouflage_bush,Icon_camouflage_bush,INGAME_ITEM_CAMOUFLAGE_BUSH,INGAME_ITEM_CAMOUFLAGE_BUSH,INGAME_PICKUP_CAMOUFLAGE_BUSH,SOUND_ACTION_PICKUP_GAMEITEM,11,0,0,1,0,1101,0,1,0,0,0
1102,TXT_OB10_JRW_CAMOUFLAGE_OILDRUM_NAME,TXT_OB10_JRW_CAMOUFLAGE_OILDRUM_DESC,,0,Icon_camouflage_oildrum,Icon_camouflage_oildrum,INGAME_ITEM_CAMOUFLAGE_OILDRUMCOVER,INGAME_ITEM_CAMOUFLAGE_OILDRUMCOVER,INGAME_PICKUP_CAMOUFLAGE_OILDRUMCOVER,SOUND_ACTION_PICKUP_GAMEITEM,11,0,0,1,0,1102,0,1,0,0,0
1103,T_21_C_CAMOUFLAGE_BOX_NAME,T_21_C_CAMOUFLAGE_BUSH_DESC,,0,Icon_camouflage_box,Icon_camouflage_box,INGAME_ITEM_CAMOUFLAGE_BOX,INGAME_ITEM_CAMOUFLAGE_BOX,INGAME_PICKUP_CAMOUFLAGE_BOX,SOUND_ACTION_PICKUP_GAMEITEM,11,0,0,1,0,1103,0,1,0,0,0
1104,TXT_OB9_JRW_CAMOUFLAGE_BUSH_NAME,TXT_OB9_JRW_CAMOUFLAGE_BUSH_DESC,,0,Icon_camouflage_bush,Icon_camouflage_bush,INGAME_ITEM_CAMOUFLAGE_BUSH_ParadiseNeo,INGAME_ITEM_CAMOUFLAGE_BUSH_ParadiseNeo,INGAME_PICKUP_CAMOUFLAGE_BUSH,SOUND_ACTION_PICKUP_GAMEITEM,11,0,0,1,0,1104,0,1,0,0,0
1105,TXT_OB9_JRW_CAMOUFLAGE_BUSH_NAME,TXT_OB9_JRW_CAMOUFLAGE_BUSH_DESC,,0,Icon_camouflage_bush,Icon_camouflage_bush,INGAME_ITEM_CAMOUFLAGE_BUSH_SHANGRILA,INGAME_ITEM_CAMOUFLAGE_BUSH_SHANGRILA,INGAME_PICKUP_CAMOUFLAGE_BUSH_SHANGRILA,SOUND_ACTION_PICKUP_GAMEITEM,11,0,0,1,0,1104,0,1,0,0,0
1201,TXT_OB9_SQ_ITEM_GLOOSHIELD,TXT_OB9_SQ_ITEM_GLOOSHIELD_DESC,PREVIEW_GLOO_OBLIQUE_BUNKER,1,Icon_item_GlooShield,Icon_item_GlooShield2,INGAME_ITEM_GLOOSHIELD_MALE,INGAME_ITEM_GLOOSHIELD_MALE,INGAME_PICKUP_GLOOSHIELD,SOUND_ACTION_PICKUP_GAMEITEM,12,1,1,1,3,1201,0,1,0,0,0.6
1202,T_16_B_ITEM_BRICKGRENADE,T_16_B_ITEM_DESC_BRICKGRENADE,,0,Icon_EW_BrickBlock,Icon_slot_EW_BrickBlock,INGAME_ITEM_BRICK_GRENADE_MALE,INGAME_ITEM_BRICK_GRENADE_MALE,INGAME_PICKUP_BRICK_GRENADE,SOUND_ACTION_PICKUP_GAMEITEM,12,1,1,1,3,1202,0,1,0,0,0
1203,T_28_V_TRAINING_CRAFTGUN_NAME,T_28_V_TRAINING_CRAFTGUN_DESC,,0,Icon_Ingame_CraftGun,Icon_Ingame_CraftGun,INGAME_TRAINING_CRAFTGUN,INGAME_TRAINING_CRAFTGUN,INGAME_PICKUP_GLOOSHIELD,SOUND_ACTION_PICKUP_GAMEITEM,12,1,1,10,0,1203,0,1,0,0,0
1301,T_25_LC_BOX_CHRONO_PINK_N,T_22_LC_BOX_BLUECRYSTALBEAD_BR_D,,0,Icon_box_chrono_th_25,Icon_box_chrono_th_25,,,,SOUND_ACTION_PICKUP_ITEM,13,1,1,999,0,1301,,0,0,0,0
1302,TXT_OB11_ZXR_MEXICOSKULL_NAME,TXT_OB11_ZXR_MEXICOSKULL_DESC,,0,Icon_Ingame_Mexicoskull,Icon_Ingame_Mexicoskull,,,INGAME_PICKUP_MEXICOSKULL,SOUND_ACTION_PICKUP_ITEM,13,1,1,999,0,1302,,0,0,0,0
1303,T_12_C_XMASGIFT_NAME,T_12_C_XMASGIFT_DESC,,0,icon_Gift_Christmas,icon_Gift_Christmas,,,INGAME_XMAS_DROP,SOUND_ACTION_PICKUP_ITEM,13,1,1,999,0,1303,,0,0,0,0
1304,T_12_L_E_WALKING_STICK_SWEETS,T_12_O_CHRISTMAS_CANDY_DESC,,0,Icon_Ingame_walking_stick_sweets,Icon_Ingame_walking_stick_sweets,,,INGAME_PICKUP_CANE_SUGAR,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1304,,0,0,0,0
1305,T_12_L_E_ROUND_SWEETS,T_12_O_CHRISTMAS_CANDY_DESC,,0,Icon_Ingame_round_sweets,Icon_Ingame_round_sweets,,,INGAME_PICKUP_ROUNDED_SUGAR,SOUND_ACTION_PICKUP_ITEM,13,1,1,1,0,1305,,0,0,0,0
